Id,Domanda,Opzione corretta,Opzioni
55,Che cos'è il DGUE?,c,"a) Un codice alfanumerico univoco e obbligatorio che identifica una gara d'appalto
 b) L'Accordo Quadro consiste in un accordo, concluso tra una stazione appaltante e uno o più operatori economici, il cui scopo è quello di stabilire le condizioni base (prezzi, qualità, quantità) dei successivi appalti (specifici) che saranno aggiudicati dalle singole amministrazioni durante un dato periodo
 c) Il Documento di gara unico europeo (DGUE) che consiste in un'autodichiarazione aggiornata come prova documentale preliminare in sostituzione dei certificati rilasciati da autorità pubbliche o terzi in cui il concorrente conferma le situazioni giuridiche ed i criteri di selezione fissati dal D.Lgs. 50/2016 e s.m.i. al fine di partecipare ad una gara d'appalto
 d) Le Amministrazioni abilitate possono acquistare i beni e servizi offerti da fornitori abilitati per valori inferiori alla soglia comunitaria
 "
56,Che cos'è il DGUE?,d,"a) Un codice alfanumerico univoco e obbligatorio che identifica una gara d'appalto
 b) L'Accordo Quadro consiste in un accordo, concluso tra una stazione appaltante e uno o più operatori economici, il cui scopo è quello di stabilire le condizioni base (prezzi, qualità, quantità) dei successivi appalti (specifici) che saranno aggiudicati dalle singole amministrazioni durante un dato periodo
 c) Le Amministrazioni abilitate possono acquistare i beni e servizi offerti da fornitori abilitati per valori inferiori alla soglia comunitaria
 d) E' il Documento di gara unico europeo (DGUE) che consiste in un'autodichiarazione aggiornata come prova documentale preliminare in sostituzione dei certificati rilasciati da autorità pubbliche o terzi in cui il concorrente conferma le situazioni giuridiche ed i criteri di selezione fissati dal D.Lgs. 50/2016 e s.m.i. al fine di partecipare ad una gara d'appalto
 "
57,"Che cos'è la ""Consip s.p.a.""?",b,"a) I contratti pubblici esclusi in tutto o in parte dall'applicazione del d.lgs. 50/2016 nel quale sono dettati per essi i principi generali
 b) E' una società in house del Ministero dell'economia e delle finanze ed opera nell'esclusivo interesse della Pubblica Amministrazione
 c) Le procedure di affidamento in cui le stazioni appaltanti consultano gli operatori economici da loro scelti e negoziano con uno o più di essi le condizioni dell'appalto
 d) Si tratta di un mercato selettivo on-line nel quale i fornitori offrono in maniera diretta i propri beni e servizi e le amministrazioni emettono gli ordini d'acquisto direttamente
 "
58,Che cos'è ordine diretto di acquisto (ODA)?,a,"a) Procedura di acquisto senza negoziazione effettuata da un'amministrazione sul mercato elettronico o in convenzione accedendo al catalogo del fornitore abilitato/aggiudicatario
 b) Le Amministrazioni abilitate possono acquistare i beni e servizi offerti da fornitori abilitati per valori inferiori alla soglia comunitaria
 c) Quando chi ha fatto la proposta ha conoscenza dell'accettazione dell'altra parte
 d) Il codice CIG - Codice Identificativo di Gara - è il codice che identifica il singolo affidamento nell'ambito del progetto ed è divenuto ora obbligatorio, ai fini della tracciabilità dei flussi finanziari, in relazione a ciascun contratto pubblico avente ad oggetto lavori, servizi e forniture, a prescindere dall'importo dello stesso e dalla procedura di affidamento prescelta
 "
59,"Che cosa si intende per ""contratti attivi"", nell'ambito del Codice dei contratti pubblici?",c,"a) Si tratta di una procedura di scelta del contraente in cui qualsiasi operatore economico può chiedere di partecipare in base ad un bando di gara o ad un avviso di indizione di gara, ma le stazioni appaltanti avviano un dialogo solo con gli operatori che, sulla base delle informazioni fornite, vengono invitate
 b) Un sistema di scelta del contrente che consente a tutti gli operatori economici che possiedono determinati requisiti di presentare la propria offerta
 c) I ""contratti attivi"" sono quelli dai quali deriva un'entrata per lo Stato e che non producono spesa
 d) Gli appaltatori di lavori, i prestatori di servizi, i fornitori, i subappaltatori e i subcontraenti della filiera delle imprese, nonché i concessionari di finanziamenti pubblici anche europei a qualsiasi titolo interessati ai lavori, ai servizi e alle forniture
 "
60,Che cosa si intende per offerta anomala negli appalti pubblici?,c,"a) Le caratteristiche tecnico-organizzative e economiche-finanziarie che l'impresa deve possedere per partecipare alla gara
 b) I contratti pubblici esclusi in tutto o in parte dall'applicazione del d.lgs. 50/2016 nel quale sono dettati per essi i principi generali
 c) Un'offerta che appare anormalmente bassa sulla base di un giudizio tecnico di congruità, serietà, sostenibilità e realizzabilità
 d) Procedure aperte (D.lgs. 36/2023 e s.m.i.)
 "
61,Che cosa significa l'acronimo MEPA?,d,"a) Un codice alfanumerico univoco e obbligatorio che identifica una gara d'appalto
 b) Le Amministrazioni abilitate possono acquistare i beni e servizi offerti da fornitori abilitati per valori inferiori alla soglia comunitaria
 c) Il codice CIG - Codice Identificativo di Gara - è il codice che identifica il singolo affidamento nell'ambito del progetto ed è divenuto ora obbligatorio, ai fini della tracciabilità dei flussi finanziari, in relazione a ciascun contratto pubblico avente ad oggetto lavori, servizi e forniture, a prescindere dall'importo dello stesso e dalla procedura di affidamento prescelta
 d) Mercato Elettronico della Pubblica Amministrazione
 "
62,"Che cosa s'intende per ""contratti sotto soglia""?",a,"a) Contratti pubblici il cui valore stimato al netto dell'IVA è inferiore alla soglia di cui alla normativa europea
 b) Un codice alfanumerico univoco e obbligatorio che identifica una gara d'appalto
 c) I contratti pubblici esclusi in tutto o in parte dall'applicazione del d.lgs. 50/2016 nel quale sono dettati per essi i principi generali
 d) L'associazione tra due o più enti, finalizzata all'attuazione di un progetto o di una serie di progetti o di determinate intese di natura commerciale o finanziaria
 "
63,"Che valore ha il rating di legalità nel criterio di aggiudicazione del ""minor prezzo""?",a,"a) Il rating di legalità non ha valore in relazione a questo criterio di aggiudicazione
 b) No, il limite temporale è diversificato proprio in funzione della procedura
 c) No, l''unico criterio di aggiudicazione è il prezzo più basso
 d) La possibilità di una concorrenza effettiva e sono accompagnati da specifiche che consentono l'efficace verifica delle informazioni fornite dagli offerenti, al fine di valutare il grado di soddisfacimento dei criteri di aggiudicazione delle offerte
 "
64,Chi è il RUP secondo quanto previsto dal codice dei contratti?,c,"a) La stazione appaltante
 b) L'Autorità di vigilanza sui contratti pubblici di lavori, servizi e forniture su richiesta della stazione appaltante
 c) il responsabile unico del procedimento
 d) Le stazioni appaltanti e gli enti aggiudicatori
 "
65,Chi formalmente procede alla valutazione delle offerte con il criterio dell'offerta economicamente più vantaggiosa?,a,"a) La commissione giudicatrice
 b) Si, è vincolante per il periodo indicato nel bando o nell'invito e, in caso di mancata indicazione, per centottanta giorni dalla scadenza del termine per la sua presentazione
 c) No, l''unico criterio di aggiudicazione è il prezzo più basso
 d) Il criterio del prezzo più basso ovvero il criterio della offerta economicamente più vantaggiosa
 "
66,Chi nomina il RUP?,a,"a) La stazione appaltante
 b) il responsabile unico del procedimento
 c) La stazione appaltante tra i membri della commissione
 d) Le modalità di gara e le clausole contrattuali essenziali
 "
67,Chi nomina la figura del presidente di commissione di aggiudicazione?,d,"a) Non vi è decadenza della commissione, che rimane in carica
 b) Attività di natura tecnica relativa alla valutazione delle offerte presentate
 c) Un collegio perfetto, perché ogni membro può contribuire al valore aggiunto della stessa
 d) La stazione appaltante tra i membri della commissione
 "
68,Chi può fare acquisti in MEPA?,d,"a) Un codice alfanumerico univoco e obbligatorio che identifica una gara d'appalto
 b) Il codice CIG - Codice Identificativo di Gara - è il codice che identifica il singolo affidamento nell'ambito del progetto ed è divenuto ora obbligatorio, ai fini della tracciabilità dei flussi finanziari, in relazione a ciascun contratto pubblico avente ad oggetto lavori, servizi e forniture, a prescindere dall'importo dello stesso e dalla procedura di affidamento prescelta
 c) È il Documento di gara unico europeo (DGUE) che consiste in un'autodichiarazione aggiornata come prova documentale preliminare in sostituzione dei certificati rilasciati da autorità pubbliche o terzi in cui il concorrente conferma le situazioni giuridiche ed i criteri di selezione fissati dal d.lgs. 50/2016 e s.m.i. al fine di partecipare a una gara d'appalto
 d) Le Amministrazioni abilitate possono acquistare i beni e servizi offerti da fornitori abilitati per valori inferiori alla soglia comunitaria
 "
69,Chi può partecipare ad una gara posta in essere con procedura aperta?,d,"a) Si, è vincolante per il periodo indicato nel bando o nell'invito e, in caso di mancata indicazione, per centottanta giorni dalla scadenza del termine per la sua presentazione
 b) Non vi è decadenza della commissione, che rimane in carica
 c) Solo nei casi espressamente prevista dalla legge
 d) Ogni operatore economico interessato
 "
70,Chi può partecipare ad una gara posta in essere con procedura ristretta?,a,"a) Ogni operatore economico può chiedere di partecipare, ma potranno partecipare solo gli operatori invitati dalla stazione appaltante
 b) Si, è vincolante per il periodo indicato nel bando o nell'invito e, in caso di mancata indicazione, per centottanta giorni dalla scadenza del termine per la sua presentazione
 c) Non vi è decadenza della commissione, che rimane in carica
 d) Il criterio del prezzo più basso ovvero il criterio della offerta economicamente più vantaggiosa
 "
71,Chi può presentare i propri cataloghi nel Mercato Elettronico della Pubblica Amministrazione?,c,"a) L'Accordo Quadro consiste in un accordo, concluso tra una stazione appaltante e uno o più operatori economici, il cui scopo è quello di stabilire le condizioni base (prezzi, qualità, quantità) dei successivi appalti (specifici) che saranno aggiudicati dalle singole amministrazioni durante un dato periodo
 b) Trasparenza e tracciabilità dell'intero processo d'acquisto
 c) Solo i fornitori abilitati da Consip spa
 d) La modalità di gara e le clausole contrattuali essenziali
 "
72,Chi si occupa dell'acquisizione del DURC?,a,"a) Le stazioni appaltanti e gli enti aggiudicatori
 b) Il codice CIG - Codice Identificativo di Gara - è il codice che identifica il singolo affidamento nell'ambito del progetto ed è divenuto ora obbligatorio, ai fini della tracciabilità dei flussi finanziari, in relazione a ciascun contratto pubblico avente ad oggetto lavori, servizi e forniture, a prescindere dall'importo dello stesso e dalla procedura di affidamento prescelta
 c) Il codice CUP (Codice Unitario di Progetto) è obbligatorio solamente con riguardo ad ""ogni nuovo progetto di investimento pubblico""
 d) Dal RUP per ragioni di necessità o di pubblico interesse, tra cui l'interruzione di finanziamenti per esigenze sopravvenute di finanza pubblica, disposta con atto motivato delle amministrazioni competenti
 "
73,Chi si occupa di definire i prodotti presenti nei cataloghi del M.E.P.A.?,a,"a) La Consip spa
 b) il responsabile unico del procedimento
 c) Trasparenza e tracciabilità dell'intero processo d'acquisto
 d) Procedura negoziata, senza previa pubblicazione di un bando di gara
 "
